Date/Depth,1,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,61.8
2007-07-23 00:00:00,0.5,-1.18,-1.52,-1.5,-1.44,-1.35,-1.3,-1.24,-1.18,-1.15,-1.13,-1.1,-1.07,-1.03,-1,-0.96,-0.92,-0.88,-0.84,-0.8,-0.77,-0.72,-0.67,-0.63,-0.58,-0.53,-0.49,-0.44,-0.39,-0.34,-0.28,-0.24
2009-08-03 00:00:00,-999,-999,-1.153,-1.21,-1.153,-1.125,-1.097,-1.074,-1.068,-1.068,-1.05,-1.032,-1.012,-0.983,-0.955,-0.913,-0.884,-0.842,-0.814,-0.785,-0.757,-0.709,-0.669,-0.616,-0.577,-0.532,-0.49,-0.448,-0.392,-0.336,-0.28,-0.238
2010-08-09 00:00:00,-999,-1.169,-1.239,-1.239,-1.196,-1.125,-1.083,-1.058,-1.031,-1.012,-1.003,-0.993,-0.983,-0.955,-0.927,-0.888,-0.852,-0.814,-0.785,-0.761,-0.729,-0.687,-0.644,-0.606,-0.56,-0.514,-0.476,-0.434,-0.392,-0.336,-0.28,-0.238
2011-07-28 00:00:00,-999,-999,-0.842,-0.955,-0.983,-1.012,-1.026,-1.026,-1.012,-1.005,-0.997,-0.983,-0.955,-0.927,-0.898,-0.87,-0.842,-0.813,-0.785,-0.757,-0.729,-0.673,-0.644,-0.602,-0.56,-0.518,-0.476,-0.42,-0.414,-0.336,-0.28,-0.238
